time, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z
[0:01:31.700000], -107, -125, -24, 4617, 883, 16237
[0:01:31.800000], -116, -109, -41, 4701, 596, 16320
[0:01:31.900000], -131, -115, -23, 4920, 741, 16252
[0:01:32], -117, -117, -15, 4804, 507, 16256
[0:01:32.100000], -131, -112, -32, 4940, 581, 16348
[0:01:32.200000], -130, -118, -17, 4728, 220, 16434
[0:01:32.300000], -122, -106, -22, 5051, 136, 16404
[0:01:32.400000], -125, -124, -32, 5091, 483, 16381
[0:01:32.500000], -124, -100, -29, 5191, 124, 16363
[0:01:32.600000], -137, -93, -6, 4873, 95, 16494
[0:01:32.700000], -135, -95, -34, 4967, 315, 16345
[0:01:32.800000], -150, -95, -12, 5175, -53, 16361
[0:01:32.900000], -137, -108, -29, 4972, 185, 16477
[0:01:33], -150, -116, -20, 5063, -246, 16264
[0:01:33.100000], -160, -116, -27, 4767, -204, 16379
[0:01:33.200000], -155, -101, -20, 4924, -172, 16503
[0:01:33.300000], -163, -86, -30, 4900, -370, 16463
[0:01:33.400000], -164, -114, -27, 4932, -582, 16397
[0:01:33.500000], -154, -90, -17, 4769, -547, 16524
[0:01:33.600000], -159, -103, -16, 4759, -392, 16449
[0:01:33.700000], -166, -87, -8, 5086, -744, 16487
[0:01:33.800000], -156, -98, -24, 4955, -666, 16352
[0:01:33.900000], -151, -99, -9, 5007, -883, 16300
[0:01:34], -146, -97, 0, 5035, -733, 16484
[0:01:34.100000], -145, -79, 3, 4763, -669, 16453
[0:01:34.200000], -147, -87, -15, 4908, -662, 16293
[0:01:34.300000], -173, -76, 1, 4894, -1103, 16332
[0:01:34.400000], -170, -90, -17, 4506, -886, 16255
[0:01:34.500000], -175, -83, 0, 4532, -1094, 16296
[0:01:34.600000], -157, -71, -4, 4457, -1351, 16306
[0:01:34.700000], -177, -78, -8, 4435, -1286, 16494
[0:01:34.800000], -153, -68, -10, 4406, -1431, 16533
[0:01:34.900000], -155, -70, -1, 4445, -1302, 16236
[0:01:35], -174, -83, 12, 4659, -1230, 16239
[0:01:35.100000], -182, -79, 3, 4463, -1578, 16362
[0:01:35.200000], -187, -62, 9, 4299, -1542, 16241
[0:01:35.300000], -162, -88, -12, 4226, -1452, 16370
[0:01:35.400000], -188, -76, 3, 3990, -1497, 16500
[0:01:35.500000], -181, -73, -3, 4179, -1439, 16514
[0:01:35.600000], -166, -83, -11, 4192, -1581, 16465
[0:01:35.700000], -179, -55, 7, 4206, -1995, 16332
[0:01:35.800000], -176, -76, 2, 4038, -2055, 16483
[0:01:35.900000], -185, -55, 7, 3886, -1692, 16342
[0:01:36], -190, -50, -2, 3633, -1858, 16518
[0:01:36.100000], -172, -51, 16, 3878, -2205, 16416
[0:01:36.200000], -176, -58, 14, 3790, -1999, 16485
[0:01:36.300000], -195, -67, 1, 3550, -1837, 16311
[0:01:36.400000], -197, -69, 6, 3714, -2284, 16295
[0:01:36.500000], -174, -52, 9, 3490, -2222, 16430
[0:01:36.600000], -182, -51, 16, 3298, -2037, 16519
[0:01:36.700000], -190, -61, 1, 3474, -2346, 16277
[0:01:36.800000], -203, -38, 16, 3188, -2480, 16256
[0:01:36.900000], -184, -40, 9, 2910, -2541, 16257
[0:01:37], -199, -58, 14, 3271, -2460, 16287
[0:01:37.100000], -183, -32, 6, 3095, -2644, 16382
[0:01:37.200000], -183, -56, 11, 2973, -2402, 16383
[0:01:37.300000], -180, -39, 26, 2515, -2675, 16356
[0:01:37.400000], -185, -43, 29, 2453, -2658, 16431
[0:01:37.500000], -182, -27, 16, 2393, -2370, 16292
[0:01:37.600000], -192, -44, 11, 2348, -2708, 16376
[0:01:37.700000], -206, -47, 34, 2495, -2515, 16523
[0:01:37.800000], -187, -33, 29, 2224, -2750, 16251
[0:01:37.900000], -209, -21, 31, 2167, -2488, 16372
[0:01:38], -184, -21, 29, 2338, -2876, 16276
[0:01:38.100000], -189, -33, 22, 2194, -2972, 16301
[0:01:38.200000], -203, -14, 24, 2014, -2920, 16319
[0:01:38.300000], -193, -25, 12, 2026, -2684, 16341
[0:01:38.400000], -194, -34, 38, 1872, -2999, 16506
[0:01:38.500000], -203, -12, 11, 1686, -3045, 16359
[0:01:38.600000], -208, -10, 29, 1576, -2635, 16530
[0:01:38.700000], -188, -35, 13, 1206, -2638, 16434
[0:01:38.800000], -199, -26, 27, 1397, -2937, 16467
[0:01:38.900000], -197, -19, 16, 1400, -2707, 16435
[0:01:39], -212, -23, 24, 821, -3037, 16445
[0:01:39.100000], -188, -5, 18, 1138, -3107, 16253
[0:01:39.200000], -203, -1, 32, 613, -3200, 16494
[0:01:39.300000], -193, -23, 27, 770, -3074, 16332
[0:01:39.400000], -205, -1, 24, 370, -3133, 16534
[0:01:39.500000], -189, 4, 31, 264, -2955, 16498
[0:01:39.600000], -212, -6, 23, 479, -3072, 16308
[0:01:39.700000], -191, -9, 27, 218, -3199, 16488
[0:01:39.800000], -194, 10, 43, 47, -3093, 16384
[0:01:39.900000], -187, 0, 49, 184, -2937, 16256
[0:01:40], -187, 9, 43, -105, -2882, 16523
[0:01:40.100000], -213, 3, 36, 30, -2873, 16330
[0:01:40.200000], -201, 1, 24, -47, -2817, 16421
[0:01:40.300000], -188, 18, 28, -384, -2749, 16351
[0:01:40.400000], -191, 3, 39, -391, -2852, 16430
[0:01:40.500000], -204, 22, 26, -527, -2968, 16399
[0:01:40.600000], -194, 4, 30, -898, -2830, 16311
[0:01:40.700000], -192, 1, 41, -891, -3161, 16339
[0:01:40.800000], -208, 11, 50, -1116, -2865, 16323
[0:01:40.900000], -209, 21, 31, -958, -2884, 16392
[0:01:41], -208, 2, 41, -1193, -2914, 16401
[0:01:41.100000], -201, 24, 55, -1168, -2689, 16318
[0:01:41.200000], -206, 11, 54, -1524, -3031, 16438
[0:01:41.300000], -199, 23, 52, -1225, -2860, 16280
[0:01:41.400000], -197, 9, 48, -1537, -2990, 16333
[0:01:41.500000], -197, 12, 45, -1577, -3000, 16293
[0:01:41.600000], -207, 38, 46, -1721, -2897, 16313
[0:01:41.700000], -207, 19, 34, -1841, -2851, 16274
[0:01:41.800000], -195, 16, 50, -2005, -2758, 16327
[0:01:41.900000], -209, 31, 45, -1902, -2958, 16521
[0:01:42], -192, 19, 44, -2025, -2605, 16280
[0:01:42.100000], -201, 33, 67, -2440, -2679, 16430
[0:01:42.200000], -194, 44, 38, -2456, -2836, 16398
[0:01:42.300000], -192, 30, 50, -2616, -2790, 16408
[0:01:42.400000], -179, 49, 66, -2637, -2787, 16323
[0:01:42.500000], -186, 46, 62, -2657, -2781, 16264
[0:01:42.600000], -186, 48, 57, -2938, -2338, 16527
[0:01:42.700000], -179, 32, 53, -2684, -2548, 16427
[0:01:42.800000], -180, 49, 69, -3137, -2195, 16301
[0:01:42.900000], -191, 48, 73, -2918, -2509, 16388
[0:01:43], -198, 53, 49, -2851, -2593, 16256
[0:01:43.100000], -176, 54, 72, -3098, -2127, 16416
[0:01:43.200000], -191, 43, 74, -3505, -2163, 16243
[0:01:43.300000], -171, 57, 49, -3295, -2107, 16247
[0:01:43.400000], -186, 49, 76, -3531, -2084, 16461
[0:01:43.500000], -188, 48, 48, -3608, -2158, 16467
[0:01:43.600000], -173, 59, 73, -3779, -1865, 16434
[0:01:43.700000], -192, 68, 72, -3656, -1922, 16439
[0:01:43.800000], -194, 48, 79, -3568, -1909, 16265
[0:01:43.900000], -187, 59, 72, -3734, -1780, 16397
[0:01:44], -182, 55, 50, -3828, -2019, 16493
[0:01:44.100000], -174, 79, 57, -3892, -1662, 16522
[0:01:44.200000], -183, 71, 71, -3995, -2004, 16429
[0:01:44.300000], -180, 80, 64, -4030, -1747, 16458
[0:01:44.400000], -185, 61, 64, -4217, -1453, 16411
[0:01:44.500000], -177, 79, 61, -4041, -1858, 16411
[0:01:44.600000], -169, 87, 82, -4161, -1410, 16335
[0:01:44.700000], -180, 89, 62, -4278, -1308, 16436
[0:01:44.800000], -176, 79, 58, -4579, -1250, 16357
[0:01:44.900000], -181, 90, 63, -4359, -1366, 16252
[0:01:45], -156, 64, 64, -4249, -1364, 16385
[0:01:45.100000], -155, 67, 68, -4640, -1255, 16447
[0:01:45.200000], -177, 81, 58, -4327, -1104, 16419
[0:01:45.300000], -178, 84, 82, -4756, -1190, 16420
[0:01:45.400000], -155, 98, 89, -4545, -1232, 16312
[0:01:45.500000], -158, 84, 66, -4605, -917, 16340
[0:01:45.600000], -174, 97, 62, -4804, -1213, 16391
[0:01:45.700000], -158, 80, 65, -4829, -782, 16404
[0:01:45.800000], -161, 79, 84, -4752, -713, 16334
[0:01:45.900000], -158, 89, 64, -4604, -952, 16320
[0:01:46], -161, 95, 86, -4868, -478, 16323
[0:01:46.100000], -153, 108, 72, -4980, -435, 16417
[0:01:46.200000], -169, 90, 94, -4883, -682, 16316
[0:01:46.300000], -152, 107, 69, -5103, -679, 16305
[0:01:46.400000], -143, 106, 80, -4867, -664, 16305
[0:01:46.500000], -156, 98, 83, -5063, -556, 16477
[0:01:46.600000], -136, 111, 78, -5217, -169, 16304
[0:01:46.700000], -148, 113, 72, -4966, -447, 16313
[0:01:46.800000], -140, 101, 93, -5187, -421, 16299
[0:01:46.900000], -142, 116, 74, -4856, -92, 16374
[0:01:47], -132, 98, 98, -4867, -112, 16375
[0:01:47.100000], -150, 104, 76, -5244, 120, 16407
[0:01:47.200000], -143, 101, 75, -4807, -12, 16367
[0:01:47.300000], -138, 116, 81, -5171, -9, 16341
[0:01:47.400000], -126, 106, 72, -4898, 58, 16369
[0:01:47.500000], -130, 108, 101, -5137, 342, 16459
[0:01:47.600000], -138, 102, 85, -4902, 455, 16391
[0:01:47.700000], -146, 111, 80, -4825, 475, 16510
[0:01:47.800000], -142, 115, 89, -4885, 291, 16454
[0:01:47.900000], -131, 105, 75, -5105, 338, 16522
[0:01:48], -112, 108, 75, -4753, 507, 16368
[0:01:48.100000], -110, 122, 86, -4857, 448, 16423
[0:01:48.200000], -116, 119, 86, -4986, 665, 16528
[0:01:48.300000], -131, 117, 86, -4655, 541, 16251
[0:01:48.400000], -107, 120, 93, -4558, 1018, 16343
[0:01:48.500000], -104, 116, 78, -4571, 901, 16262
[0:01:48.600000], -110, 136, 105, -4872, 1101, 16345
[0:01:48.700000], -125, 109, 83, -4449, 1020, 16353
[0:01:48.800000], -100, 123, 103, -4507, 887, 16439
[0:01:48.900000], -116, 124, 80, -4659, 907, 16300
[0:01:49], -115, 123, 101, -4562, 1165, 16254
[0:01:49.100000], -94, 140, 106, -4300, 1354, 16500
[0:01:49.200000], -106, 134, 106, -4369, 1387, 16485
[0:01:49.300000], -100, 120, 102, -4510, 1264, 16318
[0:01:49.400000], -87, 130, 107, -4492, 1652, 16282
[0:01:49.500000], -113, 118, 83, -4356, 1537, 16315
[0:01:49.600000], -85, 127, 98, -4085, 1347, 16370
[0:01:49.700000], -108, 116, 93, -4128, 1768, 16380
[0:01:49.800000], -85, 143, 100, -4033, 1910, 16451
[0:01:49.900000], -76, 120, 105, -4314, 1591, 16291
[0:01:50], -94, 136, 105, -4047, 1932, 16370
[0:01:50.100000], -79, 124, 103, -3807, 1698, 16509
[0:01:50.200000], -77, 124, 101, -4061, 1690, 16416
[0:01:50.300000], -71, 146, 91, -3716, 2061, 16248
[0:01:50.400000], -66, 140, 108, -3861, 1815, 16344
[0:01:50.500000], -84, 152, 105, -3858, 2120, 16266
[0:01:50.600000], -87, 133, 108, -3656, 2169, 16295
[0:01:50.700000], -84, 151, 103, -3671, 2077, 16305
[0:01:50.800000], -65, 136, 100, -3300, 1935, 16455
[0:01:50.900000], -86, 147, 97, -3530, 2458, 16438
[0:01:51], -79, 144, 103, -3164, 2197, 16263
[0:01:51.100000], -71, 140, 96, -2996, 2192, 16279
[0:01:51.200000], -80, 128, 115, -3197, 2424, 16433
[0:01:51.300000], -61, 154, 96, -2840, 2259, 16314
[0:01:51.400000], -54, 156, 106, -2922, 2419, 16443
[0:01:51.500000], -48, 130, 96, -2825, 2489, 16378
[0:01:51.600000], -72, 148, 90, -2608, 2676, 16504
[0:01:51.700000], -68, 156, 116, -2804, 2543, 16372
[0:01:51.800000], -45, 148, 118, -2537, 2618, 16391
[0:01:51.900000], -43, 132, 122, -2406, 2689, 16237
[0:01:52], -59, 153, 92, -2230, 2435, 16260
[0:01:52.100000], -51, 145, 108, -2445, 2550, 16256
[0:01:52.200000], -56, 158, 119, -2175, 2811, 16462
[0:01:52.300000], -49, 139, 93, -2147, 2886, 16463
[0:01:52.400000], -42, 151, 110, -1718, 2948, 16496
[0:01:52.500000], -39, 135, 98, -1971, 3002, 16480
[0:01:52.600000], -21, 157, 98, -1854, 2595, 16494
[0:01:52.700000], -45, 147, 120, -1735, 2924, 16454
[0:01:52.800000], -17, 143, 123, -1760, 2712, 16508
[0:01:52.900000], -43, 152, 113, -1229, 2799, 16379
[0:01:53], -17, 149, 112, -1524, 2950, 16291
[0:01:53.100000], -36, 135, 114, -999, 2907, 16350
[0:01:53.200000], -19, 150, 98, -1125, 2973, 16470
[0:01:53.300000], -25, 145, 115, -941, 2957, 16457
[0:01:53.400000], -4, 150, 110, -1141, 3180, 16343
[0:01:53.500000], -20, 139, 103, -1020, 3099, 16491
[0:01:53.600000], -23, 149, 116, -545, 2979, 16428
[0:01:53.700000], -19, 144, 120, -791, 2730, 16409
[0:01:53.800000], -24, 157, 100, -421, 3028, 16380
[0:01:53.900000], 7, 150, 98, -521, 2964, 16510
[0:01:54], 7, 136, 107, -14, 2909, 16318
[0:01:54.100000], -16, 136, 128, 0, 2864, 16476
[0:01:54.200000], 5, 140, 127, -228, 2840, 16326
[0:01:54.300000], -10, 160, 119, 18, 3186, 16362
[0:01:54.400000], -11, 134, 114, 351, 2966, 16267
[0:01:54.500000], 18, 159, 108, 85, 3120, 16338
[0:01:54.600000], 16, 137, 110, 215, 3027, 16286
[0:01:54.700000], 0, 152, 110, 519, 3000, 16279
[0:01:54.800000], 21, 163, 117, 491, 2820, 16266
[0:01:54.900000], 12, 153, 127, 725, 2837, 16395
[0:01:55], 18, 144, 104, 619, 2747, 16239
[0:01:55.100000], 10, 140, 109, 804, 2788, 16430
[0:01:55.200000], 26, 136, 102, 958, 2826, 16239
[0:01:55.300000], 15, 163, 124, 1271, 2784, 16263
[0:01:55.400000], 32, 151, 110, 1329, 3085, 16527
[0:01:55.500000], 39, 142, 117, 1175, 3040, 16246
[0:01:55.600000], 15, 141, 115, 1379, 3086, 16244
[0:01:55.700000], 20, 153, 116, 1818, 3028, 16332
[0:01:55.800000], 22, 151, 106, 1646, 2822, 16246
[0:01:55.900000], 30, 162, 102, 2023, 2963, 16313
[0:01:56], 30, 162, 104, 1812, 2672, 16434
[0:01:56.100000], 53, 138, 123, 1929, 2561, 16487
[0:01:56.200000], 46, 158, 116, 1910, 2696, 16309
[0:01:56.300000], 59, 134, 114, 2277, 2508, 16339
[0:01:56.400000], 45, 141, 118, 2045, 2820, 16394
[0:01:56.500000], 54, 153, 114, 2548, 2706, 16267
[0:01:56.600000], 48, 139, 113, 2706, 2736, 16534
[0:01:56.700000], 53, 132, 113, 2694, 2440, 16292
[0:01:56.800000], 54, 139, 123, 2793, 2490, 16258
[0:01:56.900000], 60, 155, 112, 2586, 2380, 16310
[0:01:57], 51, 142, 132, 2945, 2480, 16506
[0:01:57.100000], 73, 132, 132, 2885, 2198, 16473
[0:01:57.200000], 76, 132, 111, 2840, 2630, 16283
[0:01:57.300000], 72, 152, 130, 2939, 2240, 16453
[0:01:57.400000], 69, 136, 113, 2982, 2185, 16499
[0:01:57.500000], 64, 136, 108, 3331, 2181, 16283
[0:01:57.600000], 66, 140, 134, 3576, 2371, 16377
[0:01:57.700000], 67, 134, 124, 3671, 2333, 16470
[0:01:57.800000], 90, 140, 112, 3591, 2119, 16325
[0:01:57.900000], 69, 152, 113, 3453, 2062, 16470
[0:01:58], 65, 124, 118, 3551, 1836, 16432
[0:01:58.100000], 81, 138, 127, 3522, 1813, 16374
[0:01:58.200000], 73, 150, 119, 3997, 2149, 16317
[0:01:58.300000], 72, 140, 114, 3923, 1683, 16306
[0:01:58.400000], 82, 124, 132, 3845, 1851, 16271
[0:01:58.500000], 97, 130, 128, 4072, 1657, 16277
[0:01:58.600000], 107, 123, 111, 4116, 1717, 16515
[0:01:58.700000], 83, 133, 125, 3963, 1893, 16426
[0:01:58.800000], 88, 117, 104, 4239, 1847, 16462
[0:01:58.900000], 108, 130, 114, 4371, 1521, 16296
[0:01:59], 87, 128, 117, 4536, 1444, 16501
[0:01:59.100000], 94, 134, 128, 4162, 1504, 16456
[0:01:59.200000], 98, 127, 125, 4191, 1484, 16256
[0:01:59.300000], 103, 115, 124, 4545, 1518, 16460
[0:01:59.400000], 97, 117, 114, 4375, 1156, 16392
[0:01:59.500000], 120, 118, 130, 4553, 994, 16531
[0:01:59.600000], 126, 116, 120, 4477, 908, 16332
[0:01:59.700000], 124, 134, 114, 4779, 1189, 16370
[0:01:59.800000], 122, 119, 131, 4666, 987, 16482
[0:01:59.900000], 111, 128, 123, 4954, 785, 16507
[0:02:00], 113, 110, 125, 4911, 1041, 16387
[0:02:00.100000], 135, 116, 126, 4664, 621, 16370
[0:02:00.200000], 125, 127, 111, 4913, 829, 16301
[0:02:00.300000], 111, 123, 104, 4861, 878, 16422
[0:02:00.400000], 112, 121, 122, 4739, 669, 16523
[0:02:00.500000], 137, 120, 107, 4694, 372, 16501
[0:02:00.600000], 119, 115, 133, 5120, 306, 16461
[0:02:00.700000], 136, 102, 121, 4768, 228, 16394
[0:02:00.800000], 128, 125, 123, 4970, 504, 16265
[0:02:00.900000], 139, 122, 127, 4933, 106, 16420
[0:02:01], 144, 104, 106, 4864, 192, 16525
[0:02:01.100000], 152, 107, 129, 5145, 65, 16282
[0:02:01.200000], 134, 120, 117, 5182, 306, 16431
[0:02:01.300000], 155, 96, 122, 4749, -101, 16413
[0:02:01.400000], 148, 115, 108, 5157, -219, 16268
[0:02:01.500000], 143, 92, 125, 4806, -262, 16422
[0:02:01.600000], 152, 103, 110, 4937, -189, 16373
[0:02:01.700000], 132, 90, 114, 4972, -174, 16310
[0:02:01.800000], 148, 96, 122, 5135, -464, 16374
[0:02:01.900000], 136, 110, 110, 5160, -235, 16453
[0:02:02], 160, 84, 127, 4770, -500, 16277
[0:02:02.100000], 145, 96, 104, 4714, -368, 16299
[0:02:02.200000], 151, 105, 102, 4856, -341, 16521
[0:02:02.300000], 162, 109, 103, 5108, -502, 16418
[0:02:02.400000], 145, 81, 108, 4992, -812, 16389
[0:02:02.500000], 149, 83, 111, 4825, -815, 16467
[0:02:02.600000], 146, 102, 127, 4650, -884, 16358
[0:02:02.700000], 159, 76, 109, 4650, -693, 16329
[0:02:02.800000], 167, 94, 103, 4698, -765, 16358
[0:02:02.900000], 161, 77, 115, 4557, -1030, 16241
[0:02:03], 178, 85, 122, 4650, -897, 16373
[0:02:03.100000], 169, 72, 121, 4722, -1201, 16442
[0:02:03.200000], 168, 84, 117, 4726, -1060, 16527
[0:02:03.300000], 167, 69, 123, 4591, -1270, 16511
[0:02:03.400000], 155, 94, 128, 4474, -1107, 16522
[0:02:03.500000], 181, 83, 122, 4562, -1378, 16363
[0:02:03.600000], 164, 64, 110, 4239, -1576, 16311
[0:02:03.700000], 187, 63, 105, 4458, -1379, 16526
[0:02:03.800000], 183, 82, 129, 4307, -1664, 16473
[0:02:03.900000], 175, 76, 104, 4438, -1598, 16532
[0:02:04], 168, 67, 108, 3968, -1797, 16331
[0:02:04.100000], 179, 85, 105, 4333, -1785, 16440
[0:02:04.200000], 192, 62, 109, 4075, -1851, 16438
[0:02:04.300000], 192, 71, 108, 3812, -1997, 16258
[0:02:04.400000], 186, 54, 100, 4092, -1763, 16317
[0:02:04.500000], 182, 67, 116, 3806, -1708, 16412
[0:02:04.600000], 189, 60, 107, 3560, -2004, 16335
[0:02:04.700000], 196, 56, 99, 3883, -1859, 16276
[0:02:04.800000], 173, 48, 115, 3705, -2300, 16428
[0:02:04.900000], 196, 64, 113, 3721, -2050, 16345
[0:02:05], 186, 51, 111, 3249, -2176, 16525
[0:02:05.100000], 180, 66, 98, 3454, -2246, 16317
[0:02:05.200000], 192, 42, 106, 3458, -2137, 16439
[0:02:05.300000], 185, 43, 104, 3152, -2107, 16378
[0:02:05.400000], 203, 58, 97, 2959, -2325, 16534
[0:02:05.500000], 182, 62, 101, 3120, -2441, 16272
[0:02:05.600000], 176, 37, 112, 2998, -2446, 16410
[0:02:05.700000], 183, 44, 106, 2979, -2421, 16373
[0:02:05.800000], 205, 48, 101, 2729, -2240, 16242
[0:02:05.900000], 197, 42, 99, 2700, -2601, 16395
[0:02:06], 196, 36, 109, 2389, -2538, 16467
[0:02:06.100000], 200, 38, 107, 2582, -2800, 16365
[0:02:06.200000], 205, 52, 112, 2586, -2865, 16422
[0:02:06.300000], 206, 28, 117, 2123, -2679, 16306
[0:02:06.400000], 194, 28, 120, 2234, -2684, 16377
[0:02:06.500000], 201, 23, 94, 2214, -2633, 16244
[0:02:06.600000], 182, 30, 98, 2214, -2662, 16348
[0:02:06.700000], 184, 20, 100, 1782, -2523, 16388
[0:02:06.800000], 200, 19, 111, 1801, -2990, 16385
[0:02:06.900000], 202, 35, 105, 1796, -2740, 16291
[0:02:07], 196, 12, 98, 1681, -2745, 16466
[0:02:07.100000], 204, 22, 108, 1396, -2860, 16313
[0:02:07.200000], 208, 28, 115, 1217, -2814, 16277
[0:02:07.300000], 213, 18, 96, 1515, -2757, 16342
[0:02:07.400000], 191, 7, 114, 1455, -3046, 16327
[0:02:07.500000], 183, 16, 109, 952, -2775, 16355
[0:02:07.600000], 195, 22, 107, 1114, -2941, 16287
[0:02:07.700000], 207, 0, 93, 1020, -2932, 16418
[0:02:07.800000], 209, 5, 101, 869, -2725, 16319
[0:02:07.900000], 211, 24, 114, 585, -3104, 16333
[0:02:08], 205, 23, 92, 793, -2829, 16292
[0:02:08.100000], 212, 21, 87, 397, -2789, 16523
[0:02:08.200000], 198, 0, 112, 220, -2842, 16258
[0:02:08.300000], 200, -5, 95, 216, -3028, 16503
[0:02:08.400000], 209, 13, 105, -45, -2817, 16443
[0:02:08.500000], 187, 5, 98, 257, -3027, 16483
[0:02:08.600000], 210, -11, 95, -328, -2995, 16349
[0:02:08.700000], 192, 2, 107, -129, -2863, 16239
[0:02:08.800000], 184, -4, 99, -499, -2949, 16292
[0:02:08.900000], 204, 4, 109, -404, -2841, 16241
[0:02:09], 213, -8, 85, -531, -3222, 16321
[0:02:09.100000], 207, -10, 99, -750, -2837, 16519
[0:02:09.200000], 203, -23, 91, -813, -3073, 16443
[0:02:09.300000], 207, -27, 105, -867, -3038, 16397
[0:02:09.400000], 210, -25, 106, -747, -2845, 16442
[0:02:09.500000], 201, -17, 100, -1134, -2682, 16426
[0:02:09.600000], 204, -23, 81, -1315, -3064, 16317
[0:02:09.700000], 190, -15, 93, -1438, -2785, 16466
[0:02:09.800000], 183, -11, 100, -1318, -2924, 16492
[0:02:09.900000], 189, -11, 84, -1361, -2715, 16392
[0:02:10], 184, -15, 96, -1730, -3041, 16277
[0:02:10.100000], 182, -10, 82, -1682, -2705, 16350
[0:02:10.200000], 204, -15, 74, -1708, -2671, 16408
[0:02:10.300000], 210, -20, 91, -2146, -2909, 16261
[0:02:10.400000], 210, -32, 76, -1949, -2645, 16522
[0:02:10.500000], 188, -42, 98, -2283, -2825, 16470
[0:02:10.600000], 183, -25, 71, -2440, -2741, 16452
[0:02:10.700000], 186, -31, 71, -2487, -2421, 16267
[0:02:10.800000], 188, -28, 90, -2369, -2485, 16523
[0:02:10.900000], 183, -32, 91, -2702, -2414, 16291
[0:02:11], 194, -36, 72, -2826, -2683, 16305
[0:02:11.100000], 196, -53, 92, -2505, -2614, 16295
[0:02:11.200000], 196, -46, 98, -2643, -2689, 16421
[0:02:11.300000], 186, -54, 91, -2847, -2486, 16475
[0:02:11.400000], 202, -41, 93, -2848, -2635, 16517
[0:02:11.500000], 184, -52, 94, -3212, -2205, 16455
[0:02:11.600000], 190, -40, 77, -2928, -2553, 16487
[0:02:11.700000], 175, -62, 66, -3150, -2332, 16328
[0:02:11.800000], 192, -48, 65, -3222, -2338, 16381
[0:02:11.900000], 199, -58, 79, -3297, -2194, 16523
[0:02:12], 199, -71, 65, -3714, -2092, 16421
[0:02:12.100000], 195, -60, 69, -3557, -1987, 16361
[0:02:12.200000], 179, -63, 62, -3870, -1924, 16242
[0:02:12.300000], 180, -66, 64, -3591, -2013, 16486
[0:02:12.400000], 184, -54, 82, -4017, -1904, 16306
[0:02:12.500000], 176, -57, 82, -4028, -1918, 16380
[0:02:12.600000], 193, -63, 81, -3891, -2040, 16291
[0:02:12.700000], 181, -78, 83, -3893, -1703, 16447
[0:02:12.800000], 167, -66, 83, -3834, -1715, 16489
[0:02:12.900000], 174, -71, 75, -4074, -1612, 16392
[0:02:13], 180, -55, 69, -4197, -1739, 16403
[0:02:13.100000], 179, -57, 60, -4459, -1679, 16249
[0:02:13.200000], 161, -78, 78, -4493, -1480, 16432
[0:02:13.300000], 181, -63, 78, -4456, -1721, 16287
[0:02:13.400000], 176, -73, 54, -4158, -1609, 16352
[0:02:13.500000], 185, -85, 58, -4347, -1555, 16370
[0:02:13.600000], 155, -78, 76, -4567, -1449, 16450
[0:02:13.700000], 156, -93, 62, -4306, -1300, 16292
[0:02:13.800000], 173, -80, 77, -4771, -1199, 16523
[0:02:13.900000], 179, -92, 79, -4568, -885, 16296
[0:02:14], 174, -84, 58, -4873, -828, 16274
[0:02:14.100000], 174, -89, 78, -4463, -1249, 16241
[0:02:14.200000], 154, -98, 62, -4662, -1178, 16523
[0:02:14.300000], 166, -93, 67, -4733, -902, 16423
[0:02:14.400000], 171, -88, 78, -4706, -917, 16411
[0:02:14.500000], 147, -106, 68, -4787, -727, 16362
[0:02:14.600000], 161, -83, 58, -5030, -918, 16265
[0:02:14.700000], 164, -95, 53, -4736, -861, 16503
[0:02:14.800000], 157, -95, 59, -4985, -654, 16294
[0:02:14.900000], 167, -104, 56, -4756, -325, 16380
[0:02:15], 148, -89, 47, -4698, -579, 16244
[0:02:15.100000], 137, -86, 55, -4889, -469, 16237
[0:02:15.200000], 153, -110, 58, -5023, -212, 16467
[0:02:15.300000], 154, -104, 55, -4946, 3, 16422
[0:02:15.400000], 141, -99, 71, -4987, -90, 16272
[0:02:15.500000], 138, -117, 49, -5121, 23, 16283
[0:02:15.600000], 147, -107, 43, -5126, 198, 16459
[0:02:15.700000], 150, -113, 54, -4902, 217, 16522
[0:02:15.800000], 154, -93, 59, -4967, 123, 16414
[0:02:15.900000], 140, -110, 65, -4814, 339, 16367
[0:02:16], 134, -112, 60, -4793, 190, 16263
[0:02:16.100000], 135, -97, 55, -5100, 333, 16501
[0:02:16.200000], 118, -118, 41, -4756, 478, 16332
[0:02:16.300000], 143, -113, 63, -4960, 283, 16329
[0:02:16.400000], 117, -122, 64, -4986, 453, 16359
[0:02:16.500000], 135, -102, 45, -4775, 579, 16458
[0:02:16.600000], 135, -121, 49, -5104, 368, 16433
[0:02:16.700000], 132, -122, 37, -4870, 463, 16367
[0:02:16.800000], 109, -132, 44, -4974, 540, 16453
[0:02:16.900000], 124, -120, 47, -4618, 728, 16346
[0:02:17], 111, -111, 31, -4741, 907, 16363
[0:02:17.100000], 106, -127, 38, -4798, 935, 16464
[0:02:17.200000], 114, -137, 55, -4474, 919, 16394
[0:02:17.300000], 108, -120, 52, -4562, 1032, 16430
[0:02:17.400000], 123, -118, 40, -4420, 1355, 16358
[0:02:17.500000], 108, -130, 29, -4548, 1158, 16362
[0:02:17.600000], 97, -133, 50, -4448, 1260, 16508
